numerical__Age,numerical__NumberOfDependents,numerical__MonthlyIncome,numerical__AnnualIncome,numerical__Experience,numerical__JobTenure,numerical__CreditScore,numerical__NumberOfOpenCreditLines,numerical__LoanAmount,numerical__LoanDuration,numerical__InterestRate,numerical__MonthlyDebtPayments,numerical__MonthlyLoanPayment,numerical__DebtToIncomeRatio,numerical__LoanToIncomeRatio,numerical__DisposableIncome,numerical__LoanPaymentToIncomeRatio,categorical__EducationLevel_Associate,categorical__EducationLevel_Bachelor,categorical__EducationLevel_Doctorate,categorical__EducationLevel_High School,categorical__EducationLevel_Master,categorical__EmploymentStatus_Employed,categorical__EmploymentStatus_Self-Employed,categorical__EmploymentStatus_Unemployed,categorical__MaritalStatus_Divorced,categorical__MaritalStatus_Married,categorical__MaritalStatus_Single,categorical__MaritalStatus_Widowed,categorical__LoanPurpose_Auto,categorical__LoanPurpose_Debt Consolidation,categorical__LoanPurpose_Education,categorical__LoanPurpose_Home,categorical__LoanPurpose_Other,LoanApproved
54.0,2.0,11695.75,140349.0,33.0,8.0,627.0,2.0,53227.0,36.0,0.2313649098761064,188.0,2064.1908072514825,0.395298033497204,0.3792474474346094,11507.75,0.1764906745827743,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
37.0,2.0,7856.083333333333,94273.0,17.0,9.0,495.0,1.0,22477.0,12.0,0.2472523583033203,636.0,2133.3127084509097,0.4714177048763062,0.23842457543517231,7220.083333333333,0.2715491445208163,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
44.0,3.0,7182.916666666667,86195.0,21.0,8.0,626.0,2.0,18395.0,108.0,0.240521026946489,592.0,417.6797704875514,0.2273320962558206,0.21341145078020768,6590.916666666667,0.05814904862057679,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
48.0,2.0,1625.0,19500.0,25.0,1.0,584.0,2.0,26867.0,48.0,0.2078643258697741,173.0,828.872203213495,0.1324706633694344,1.3777948717948718,1452.0,0.5100752019775354,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
60.0,3.0,4840.333333333333,58084.0,37.0,7.0,550.0,2.0,34349.0,12.0,0.2145840359625618,259.0,3205.9267928065888,0.1717513740010531,0.5913676744025893,4581.333333333333,0.6623359533379083,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
30.0,2.0,1250.0,15000.0,8.0,4.0,498.0,1.0,5936.0,60.0,0.2500394323387941,298.0,174.24317853876923,0.2444117047102474,0.3957333333333333,952.0,0.13939454283101538,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
75.0,1.0,7392.666666666667,88712.0,53.0,3.0,636.0,1.0,27181.0,12.0,0.1777460005920826,649.0,2489.0390864174083,0.1809366252471467,0.3063959779962125,6743.666666666667,0.33669029034413495,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
36.0,0.0,3817.5833333333335,45811.0,11.0,5.0,567.0,3.0,29892.0,36.0,0.244508895866817,160.0,1179.836790548488,0.3959049581678495,0.652507039793936,3657.5833333333335,0.3090533165960545,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
51.0,0.0,9306.083333333334,111673.0,28.0,5.0,596.0,4.0,35066.0,48.0,0.1948311444036597,883.0,1057.4379916014443,0.4614431001477741,0.3140060712974488,8423.083333333334,0.1136286828438148,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
38.0,3.0,3605.3333333333335,43264.0,13.0,6.0,643.0,3.0,43162.0,60.0,0.2203786918986226,491.0,1193.0169961558795,0.0610860620099732,0.9976423816568047,3114.3333333333335,0.330903382809508,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
53.0,1.0,4672.916666666667,56075.0,30.0,8.0,598.0,2.0,21837.0,60.0,0.2163087391847432,487.0,598.5401339314186,0.1318299023408407,0.3894248773963442,4185.916666666667,0.1280870549652612,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
41.0,2.0,6109.333333333333,73312.0,20.0,2.0,561.0,5.0,41720.0,24.0,0.2187725396396179,160.0,2161.82856418163,0.3836320331236874,0.5690746398952422,5949.333333333333,0.3538567051803192,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
29.0,3.0,2663.1666666666665,31958.0,6.0,4.0,532.0,0.0,25052.0,60.0,0.2270194270892192,252.0,701.9442525328277,0.1490731472924278,0.7839038738344076,2411.1666666666665,0.26357503693578865,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
23.0,1.0,3092.6666666666665,37112.0,0.0,3.0,576.0,5.0,17701.0,48.0,0.2193021402915534,698.0,557.0186717250897,0.3647450937035369,0.47696162966156497,2394.6666666666665,0.1801095079947477,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
31.0,1.0,4395.833333333333,52750.0,12.0,5.0,599.0,3.0,17390.0,84.0,0.2373875192891685,393.0,426.2442788122662,0.07278693856744,0.32966824644549764,4002.833333333333,0.09696552314212692,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
39.0,2.0,3486.6666666666665,41840.0,16.0,3.0,520.0,2.0,17052.0,84.0,0.32358346677854,732.0,514.8975113268411,0.2438506252303,0.40755258126195026,2754.6666666666665,0.1476761504761495,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
29.0,2.0,3312.9166666666665,39755.0,5.0,5.0,509.0,5.0,34681.0,24.0,0.2261733378391896,434.0,1809.7765213199964,0.0962023940443539,0.8723682555653377,2878.9166666666665,0.5462789147488356,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
66.0,2.0,4734.666666666667,56816.0,41.0,6.0,669.0,4.0,20719.0,12.0,0.1394149509329506,288.0,1859.728992378859,0.0764620140703347,0.3646684032666854,4446.666666666667,0.39278984632051367,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
40.0,2.0,2763.1666666666665,33158.0,17.0,6.0,442.0,6.0,10345.0,48.0,0.2998040773004873,410.0,372.3641323740191,0.2364696995970587,0.3119910730442126,2353.1666666666665,0.13475992485940738,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
50.0,1.0,2011.0833333333333,24133.0,28.0,2.0,600.0,0.0,26054.0,48.0,0.2104484910297616,267.0,807.4088424924506,0.1604950101163999,1.0796005469688807,1744.0833333333333,0.4014795553768453,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
54.0,0.0,5055.166666666667,60662.0,34.0,5.0,519.0,5.0,8595.0,60.0,0.2595262641865261,356.0,257.09733419597603,0.1348271705555181,0.14168672315452838,4699.166666666667,0.05085832993227576,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
47.0,0.0,1362.5,16350.0,23.0,5.0,518.0,2.0,11652.0,48.0,0.271065192825549,426.0,400.1622708765731,0.1467872275661874,0.7126605504587156,936.5,0.29369707954243895,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
29.0,2.0,5278.75,63345.0,5.0,8.0,415.0,6.0,18886.0,36.0,0.2819687668011574,221.0,783.2028707563421,0.2025697057141929,0.298145078538164,5057.75,0.1483690022744669,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
43.0,2.0,2299.833333333333,27598.0,23.0,1.0,581.0,1.0,21532.0,48.0,0.230570425539502,850.0,690.8053946607758,0.1076247172154282,0.7802014638741938,1449.833333333333,0.3003719376740819,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
49.0,2.0,2953.083333333333,35437.0,27.0,4.0,516.0,2.0,16324.0,48.0,0.279916018288192,604.0,568.8479982376631,0.5106696039297609,0.4606484747580213,2349.083333333333,0.19262849504337157,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
40.0,2.0,6259.75,75117.0,16.0,4.0,565.0,2.0,36369.0,48.0,0.2787185918700853,190.0,1264.872470941996,0.1846955105158443,0.4841647030632214,6069.75,0.20206437492583507,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
42.0,0.0,2592.0,31104.0,18.0,2.0,476.0,5.0,13149.0,48.0,0.2936608093994391,655.0,468.60716314395256,0.5042907440949208,0.4227430555555556,1937.0,0.18078980059566072,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
32.0,1.0,6899.666666666667,82796.0,9.0,5.0,608.0,2.0,30893.0,48.0,0.1925881461357932,273.0,927.9288086264332,0.3595743098088479,0.37312188994637424,6626.666666666667,0.13448893308272378,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
28.0,5.0,2276.6666666666665,27320.0,6.0,4.0,638.0,4.0,8262.0,96.0,0.2424375301393746,174.0,195.5879757907278,0.3368837967645097,0.30241581259150807,2102.6666666666665,0.08590979902960226,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
44.0,3.0,3610.9166666666665,43331.0,20.0,7.0,610.0,4.0,9451.0,48.0,0.209850184462541,529.0,292.58063192126093,0.3192811951347226,0.21811174447854884,3081.9166666666665,0.08102669181544694,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
59.0,0.0,3800.75,45609.0,38.0,8.0,669.0,1.0,36199.0,24.0,0.1728008933749969,250.0,1794.636063860728,0.4702463815006987,0.7936810717183013,3550.75,0.47217945507090126,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
35.0,3.0,3501.75,42021.0,12.0,4.0,585.0,2.0,22170.0,108.0,0.2216485186828733,145.0,475.34757730487627,0.2377569238942433,0.5275933461840508,3356.75,0.13574572065535126,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
41.0,3.0,12607.166666666666,151286.0,18.0,10.0,498.0,3.0,36732.0,72.0,0.3036008459418197,327.0,1113.5924230511623,0.2974287375715657,0.24279840831273217,12280.166666666666,0.08833011036456744,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
64.0,1.0,12763.5,153162.0,43.0,4.0,508.0,4.0,31309.0,36.0,0.2261390043237416,1305.0,1205.6711858360254,0.0782738793002795,0.20441754482182264,11458.5,0.09446242690766839,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
43.0,1.0,7545.333333333333,90544.0,19.0,3.0,525.0,2.0,32394.0,36.0,0.2298400658220316,219.0,1253.6927055874253,0.1680649368638044,0.3577708075631737,7326.333333333333,0.16615471447085509,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
50.0,4.0,6882.083333333333,82585.0,31.0,5.0,609.0,2.0,15136.0,24.0,0.2000493550994989,200.0,770.3953634967955,0.2542948219359505,0.18327783495792213,6682.083333333333,0.11194217305759577,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
37.0,1.0,4673.166666666667,56078.0,17.0,6.0,588.0,2.0,30608.0,36.0,0.1976045298491924,225.0,1133.770525771399,0.2572533468769834,0.5458111915546203,4448.166666666667,0.24261290183774006,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
40.0,1.0,3342.9166666666665,40115.0,15.0,6.0,610.0,1.0,7188.0,36.0,0.1990025182588197,369.0,266.766651899575,0.1623171575590307,0.17918484357472267,2973.9166666666665,0.07980056893418672,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
56.0,1.0,3260.4166666666665,39125.0,34.0,7.0,569.0,3.0,41413.0,60.0,0.2754989821919196,583.0,1278.2058366049114,0.2339870133472316,1.0584792332268371,2677.4166666666665,0.39203757288840735,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
50.0,3.0,3680.3333333333335,44164.0,29.0,2.0,619.0,3.0,25692.0,36.0,0.1987136463543546,195.0,953.1236824322508,0.3585145442987405,0.5817407843492437,3485.3333333333335,0.25897754255019945,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
57.0,0.0,4934.0,59208.0,36.0,2.0,571.0,5.0,14573.0,24.0,0.1965214670962256,1231.0,739.2304522336436,0.2491128403079895,0.24613227942169977,3703.0,0.14982376413328813,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
46.0,2.0,3318.9166666666665,39827.0,21.0,7.0,595.0,4.0,25425.0,48.0,0.17834,713.0,744.655751508696,0.2583271634464165,0.6383860195344867,2605.9166666666665,0.2243671132172735,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
42.0,3.0,6654.0,79848.0,20.0,2.0,512.0,3.0,19217.0,60.0,0.2927571757905234,290.0,613.2132230098655,0.4737420732165303,0.24066977256787897,6364.0,0.09215708190710332,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
41.0,2.0,6762.0,81144.0,20.0,9.0,587.0,6.0,24331.0,36.0,0.2262298125269456,587.0,937.07179664898,0.2567937485815555,0.2998496500049295,6175.0,0.1385790885313487,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
36.0,3.0,5541.416666666667,66497.0,16.0,5.0,551.0,3.0,6609.0,48.0,0.1947866558519014,168.0,199.2830972811009,0.1846867916711388,0.09938794231318707,5373.416666666667,0.03596248202735779,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
50.0,2.0,2161.333333333333,25936.0,25.0,7.0,567.0,2.0,26610.0,96.0,0.3006878056419911,964.0,735.0905829848734,0.413328246967068,1.0259870450339297,1197.333333333333,0.3401097700423536,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
35.0,2.0,12568.583333333334,150823.0,12.0,5.0,578.0,5.0,27314.0,48.0,0.2173687439844184,1053.0,856.6599584631086,0.3295675469195078,0.18109969964793168,11515.583333333334,0.06815883188610028,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
29.0,2.0,5927.25,71127.0,6.0,8.0,536.0,4.0,17905.0,36.0,0.236416433316939,493.0,699.0996916655913,0.0511015900053171,0.25173281594893643,5434.25,0.11794671924848645,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
37.0,3.0,3286.9166666666665,39443.0,17.0,9.0,552.0,1.0,20084.0,48.0,0.2030823015021384,487.0,614.4665106405251,0.6436042644559784,0.5091904773977639,2799.9166666666665,0.18694313636605486,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
50.0,0.0,4925.916666666667,59111.0,28.0,8.0,598.0,6.0,14004.0,36.0,0.1999925055034533,579.0,520.4334737528303,0.1113281920697083,0.23691021975605217,4346.916666666667,0.1056521067996475,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
51.0,2.0,3760.4166666666665,45125.0,29.0,7.0,539.0,5.0,36285.0,36.0,0.2690169166876508,778.0,1479.429879536002,0.1314295815387726,0.8040997229916897,2982.4166666666665,0.3934217962201003,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
25.0,1.0,2702.25,32427.0,3.0,3.0,456.0,3.0,27387.0,96.0,0.3401402551134152,333.0,833.2272507124459,0.1684586233524295,0.8445739661393283,2369.25,0.3083457306734928,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
19.0,0.0,4660.083333333333,55921.0,0.0,6.0,573.0,3.0,23076.0,84.0,0.2758846543870734,568.0,622.8148910088216,0.358665026874112,0.412653564850414,4092.083333333333,0.13364887416365695,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
35.0,0.0,5164.666666666667,61976.0,11.0,2.0,605.0,6.0,70691.0,60.0,0.2185528,434.0,1946.5962877084344,0.285704833680801,1.1406189492706855,4730.666666666667,0.3769064710936687,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
23.0,1.0,5809.5,69714.0,1.0,3.0,568.0,2.0,33337.0,36.0,0.2255170169080841,321.0,1282.689598702553,0.2081385964004317,0.47819663195340967,5488.5,0.22079173744772407,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
40.0,0.0,13431.0,161172.0,17.0,4.0,547.0,4.0,15760.0,72.0,0.2503784141586616,326.0,424.8959363984708,0.1256669543033972,0.09778373414737052,13105.0,0.031635465445497044,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
43.0,2.0,3233.4166666666665,38801.0,23.0,4.0,639.0,2.0,23812.0,84.0,0.2200715545223259,204.0,557.923796997998,0.310881540114506,0.6136955233112549,3029.4166666666665,0.17254930450184214,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
32.0,1.0,3631.25,43575.0,12.0,5.0,617.0,3.0,19655.0,24.0,0.148924,992.0,952.000564691996,0.2969480421163044,0.451061388410786,2639.25,0.2621688302077786,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
38.0,2.0,12277.333333333334,147328.0,16.0,3.0,526.0,1.0,4750.0,60.0,0.2265044887911965,400.0,132.95251673200627,0.1717378493950215,0.03224098609904431,11877.333333333334,0.010829103773784177,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
42.0,5.0,2291.333333333333,27496.0,20.0,5.0,555.0,0.0,21969.0,60.0,0.2440310350992529,275.0,637.1541238702,0.6313687013760378,0.7989889438463776,2016.333333333333,0.27807133715603727,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
36.0,0.0,7699.25,92391.0,15.0,5.0,619.0,3.0,24810.0,96.0,0.2718394599975172,335.0,636.0891088507786,0.0896440242208107,0.26853264928402115,7364.25,0.08261702228798631,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
37.0,3.0,4097.916666666667,49175.0,16.0,5.0,599.0,2.0,11048.0,84.0,0.247076291569856,760.0,277.5810424765186,0.4635272780615653,0.22466700559227248,3337.916666666667,0.0677371125514636,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
22.0,0.0,4445.75,53349.0,2.0,6.0,609.0,3.0,31097.0,60.0,0.224182392708863,120.0,866.2763980169443,0.237665127351514,0.5828975238523684,4325.75,0.19485495091198207,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
35.0,5.0,2187.583333333333,26251.0,12.0,2.0,546.0,4.0,19428.0,48.0,0.2522228865345968,444.0,646.5877124290772,0.0080750734198663,0.7400860919584016,1743.583333333333,0.2955716943792209,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
22.0,0.0,1250.0,15000.0,0.0,7.0,467.0,2.0,26295.0,60.0,0.3034144628980634,198.0,856.2556248205095,0.0957361770587116,1.753,1052.0,0.6850044998564077,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
43.0,2.0,9808.666666666666,117704.0,20.0,6.0,602.0,5.0,34069.0,24.0,0.1840276133447067,362.0,1707.5016339789977,0.3066150983989275,0.28944640793855775,9446.666666666666,0.17408091150468952,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
53.0,1.0,5568.666666666667,66824.0,32.0,2.0,570.0,4.0,19282.0,72.0,0.2772471162261729,1037.0,552.0991880665882,0.3847316935297125,0.28854902430264573,4531.666666666667,0.09914387430861754,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
39.0,1.0,3730.4166666666665,44765.0,15.0,8.0,575.0,4.0,18618.0,48.0,0.2524085829695739,254.0,619.8231361466904,0.7696086152153215,0.41590528314531444,3476.4166666666665,0.1661538620297171,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
30.0,0.0,7108.0,85296.0,5.0,5.0,578.0,2.0,22525.0,60.0,0.2467093660175574,556.0,656.8001479096961,0.496064786695354,0.2640803789157756,6552.0,0.09240294708915252,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
29.0,3.0,3409.9166666666665,40919.0,10.0,4.0,457.0,4.0,22228.0,36.0,0.3344736,1400.0,986.0705810190788,0.0017200290084425,0.5432195312690926,2009.9166666666665,0.2891773252579229,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
46.0,2.0,6328.5,75942.0,24.0,4.0,611.0,2.0,25461.0,48.0,0.2129376547802494,479.0,792.4460929496485,0.2840197314845272,0.3352690210950462,5849.5,0.12521862889304708,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
55.0,2.0,4781.416666666667,57377.0,30.0,7.0,550.0,2.0,24478.0,36.0,0.266682922332185,246.0,994.9686752597064,0.4442806392961136,0.4266169371002318,4535.416666666667,0.20809076987497563,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
45.0,0.0,1901.0,22812.0,22.0,4.0,530.0,4.0,30761.0,24.0,0.2825643861506904,460.0,1692.4473405085887,0.3027364821917163,1.3484569524811503,1441.0,0.890293182803045,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
36.0,0.0,2294.0,27528.0,13.0,7.0,564.0,6.0,15342.0,60.0,0.2425905711779919,761.0,443.6680726949455,0.1873788116333217,0.5573234524847428,1533.0,0.1934036934154078,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
30.0,0.0,2499.25,29991.0,6.0,5.0,584.0,0.0,24818.0,12.0,0.2186500915534855,243.0,2321.213250026052,0.1741548265576341,0.8275149211430096,2256.25,0.9287639291891775,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
29.0,0.0,8013.583333333333,96163.0,9.0,8.0,575.0,3.0,24051.0,36.0,0.2394217633118776,120.0,942.8592885350652,0.0844701741562281,0.25010658985264606,7893.583333333333,0.1176576382020193,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
18.0,3.0,9638.333333333334,115660.0,0.0,7.0,527.0,2.0,10937.0,24.0,0.2199008533869426,386.0,567.3378296612743,0.1682695844696001,0.09456164620439218,9252.333333333334,0.05886264876305803,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
41.0,4.0,13488.833333333334,161866.0,16.0,6.0,621.0,6.0,16413.0,36.0,0.2032210793232943,244.0,612.6629745741207,0.3511567685550081,0.10139868780349177,13244.833333333334,0.04542001220076759,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
44.0,0.0,6416.166666666667,76994.0,21.0,3.0,574.0,2.0,27050.0,36.0,0.2012668055511186,235.0,1007.0217805604492,0.4540313057971389,0.35132607735667715,6181.166666666667,0.1569506892319582,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
